line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
2506,797,442,124.0,2,1759.66
2507,798,583,19.0,3,251.17
2508,798,151,51.0,4,4885.37
2509,798,392,154.0,4,4902.32
2510,798,433,131.0,3,160.8
2511,798,739,59.0,1,4192.42
2512,799,585,276.0,2,4974.85
2513,799,875,293.0,1,3486.57
2514,800,221,95.0,3,1410.19
2515,800,284,92.0,4,3373.63
2516,800,695,9.0,2,1399.76
2517,800,801,236.0,3,3303.2
2518,801,810,166.0,2,530.88
2519,801,227,235.0,1,3076.36
2520,801,603,199.0,3,3192.12
2521,801,488,177.0,4,112.21
2522,801,843,255.0,3,801.3
2523,802,546,16.0,1,3381.28
2524,802,677,287.0,4,4840.23
2525,803,86,155.0,1,3752.65
2526,803,299,79.0,2,2284.92
2527,803,640,220.0,4,875.33
2528,804,784,251.0,1,3769.37
2529,804,241,63.0,3,4609.82
2530,804,100,292.0,3,1130.61
2531,804,297,205.0,1,4331.22
2532,805,419,142.0,2,3768.84
2533,805,328,162.0,2,3169.86
2534,805,515,206.0,4,2685.92
2535,805,507,80.0,3,1467.1
2536,805,947,171.0,1,0.0
2537,806,672,297.0,1,3432.59
2538,806,669,14.0,3,4872.52
2539,806,634,41.0,1,735.93
2540,806,614,166.0,4,3674.13
2541,807,256,46.0,1,2868.07
2542,807,975,199.0,2,162.46
2543,807,566,82.0,4,4324.02
2544,807,469,241.0,2,3629.15
2545,807,960,15.0,1,1647.48
2546,808,592,227.0,3,2323.0
2547,808,248,56.0,1,4865.39
2548,809,858,125.0,2,4366.82
2549,809,474,208.0,1,0.0
2550,809,888,36.0,4,4977.9
2551,809,802,275.0,3,4790.0
2552,809,124,12.0,4,3253.09
2553,810,493,20.0,1,1500.17
2554,810,373,225.0,3,3597.29
2555,810,439,296.0,1,562.93
2556,810,772,173.0,1,3623.87
2557,811,935,49.0,1,3987.99
2558,811,338,125.0,1,2318.3
2559,812,351,230.0,2,3461.51
2560,812,717,71.0,2,2862.74
2561,812,152,189.0,4,1477.73
2562,813,372,290.0,2,1567.98
2563,813,650,150.0,2,2402.66
2564,813,159,196.0,1,775.3
2565,813,264,155.0,1,188.62
2566,813,152,260.0,4,109.73
2567,814,416,176.0,3,3111.38
2568,814,660,267.0,1,2956.32
2569,814,384,86.0,3,4333.77
2570,814,892,194.0,4,2436.16
2571,814,15,114.0,1,1744.72
2572,815,285,100.0,4,3901.17
2573,815,366,6.0,3,2323.64
2574,816,920,16.0,1,3719.82
2575,816,409,138.0,1,4762.54
2576,816,567,40.0,4,4240.7
2577,816,994,125.0,1,2260.83
2578,816,263,125.0,1,3464.01
2579,817,707,136.0,3,928.28
2580,817,566,32.0,2,502.23
2581,818,536,299.0,2,351.28
2582,818,780,26.0,4,2412.55
2583,819,809,42.0,1,1022.31
2584,819,488,249.0,1,544.39
2585,819,308,57.0,4,97.53
2586,820,797,233.0,1,2965.24
2587,820,1,252.0,2,3785.07
2588,820,647,145.0,1,1676.77
2589,820,975,174.0,2,1357.79
2590,821,695,57.0,4,2540.16
2591,821,775,260.0,1,2463.52
2592,821,482,221.0,3,857.5
2593,822,97,93.0,3,1745.04
2594,822,199,256.0,1,3826.12
2595,822,313,153.0,2,3843.78
2596,823,216,98.0,4,3375.84
2597,823,785,80.0,3,3939.77
2598,823,334,213.0,4,4906.71
2599,823,799,155.0,2,1182.18
2600,823,380,161.0,1,1565.85
2601,824,316,2.0,3,2838.27
2602,824,781,71.0,3,323.77
2603,824,999,103.0,3,0.0
2604,824,214,164.0,2,1509.24
2605,825,810,102.0,3,1662.14
2606,825,817,140.0,1,3106.9
2607,825,110,245.0,1,1253.53
2608,825,965,23.0,4,2375.87
2609,826,705,300.0,3,1286.74
2610,826,385,141.0,1,552.13
2611,826,551,241.0,2,2218.72
2612,826,138,211.0,1,1656.5
2613,827,895,287.0,1,2969.55
2614,827,91,133.0,3,1263.87
2615,828,544,34.0,2,3463.37
2616,828,892,228.0,2,4788.14
2617,828,766,235.0,1,961.49
2618,828,371,132.0,2,1034.98
2619,828,262,61.0,4,0.0
2620,829,438,270.0,3,4040.02
2621,829,62,16.0,4,1898.7
2622,829,983,275.0,4,4371.75
2623,829,504,38.0,2,2895.34
2624,830,95,262.0,4,3913.91
2625,830,867,97.0,1,2890.93
2626,830,770,141.0,1,3847.22
2627,830,477,77.0,3,4452.31
2628,830,667,173.0,2,411.48
2629,831,541,150.0,3,4452.52
2630,831,7,115.0,4,0.0
2631,831,331,299.0,3,794.95
2632,831,691,102.0,2,2685.2
2633,832,948,295.0,2,4471.56
2634,832,157,92.0,1,3876.31
2635,832,104,20.0,1,2690.44
2636,832,799,167.0,1,2723.38
2637,832,892,103.0,2,4645.9
2638,833,168,111.0,3,4955.47
2639,833,791,225.0,2,185.12
2640,833,127,106.0,3,175.85
2641,834,51,194.0,3,2220.81
2642,834,605,296.0,1,509.62
2643,834,742,61.0,4,652.43
2644,834,964,162.0,3,3716.18
2645,835,196,184.0,1,4926.5
2646,835,490,8.0,2,2568.24
2647,835,8,51.0,3,4026.89
2648,835,364,222.0,2,4731.37
2649,836,235,241.0,1,3269.64
2650,836,17,23.0,2,3661.66
2651,836,145,265.0,1,0.0
2652,837,144,107.0,3,3823.32
2653,837,888,80.0,2,1889.93
2654,838,177,92.0,1,4684.64
2655,838,374,104.0,1,0.0
2656,838,314,135.0,3,3145.3
2657,838,637,14.0,2,0.0
2658,839,36,193.0,1,4572.21
2659,839,781,51.0,4,3626.49
2660,839,16,33.0,2,4491.08
2661,839,116,274.0,3,2348.94
2662,840,138,243.0,4,0.0
2663,840,481,187.0,2,684.58
2664,840,980,252.0,4,3358.74
2665,840,767,66.0,4,1021.62
2666,841,231,144.0,1,3728.77
2667,841,909,94.0,4,570.88
2668,842,337,295.0,3,3358.36
2669,842,905,216.0,2,3811.47
2670,842,384,17.0,1,2917.87
2671,843,648,7.0,1,3981.26
2672,843,147,203.0,1,4185.13
2673,843,331,176.0,1,2881.83
2674,843,193,232.0,4,2058.0
2675,844,270,263.0,4,2227.32
2676,844,947,130.0,2,1719.41
2677,844,350,49.0,3,3871.44
2678,844,685,187.0,2,3828.18
2679,844,437,116.0,1,4825.53
2680,845,850,64.0,1,645.37
2681,845,895,42.0,2,1569.8
2682,845,990,261.0,4,953.93
2683,845,200,8.0,1,4208.06
2684,846,752,288.0,2,2651.59
2685,846,881,185.0,4,2648.97
2686,847,236,84.0,4,875.43
2687,847,651,77.0,4,1169.97
2688,847,554,25.0,4,2148.88
2689,847,983,215.0,3,1517.66
2690,847,916,153.0,3,2366.62
2691,848,77,106.0,2,3556.29
2692,849,609,73.0,1,343.15
2693,849,493,124.0,1,3834.74
2694,849,401,99.0,1,3248.12
2695,849,255,141.0,2,399.13
2696,849,144,77.0,3,661.18
2697,850,455,5.0,1,3377.58
2698,850,653,241.0,1,2627.07
2699,851,677,232.0,3,1529.17
2700,851,158,174.0,1,4407.12
2701,852,973,57.0,1,1938.43
2702,852,642,249.0,3,2158.26
2703,852,777,185.0,2,1161.94
2704,853,891,215.0,3,4191.71
2705,853,59,141.0,1,4332.58
2706,854,656,128.0,4,1677.71
2707,854,366,248.0,1,113.98
2708,854,249,136.0,4,2500.13
2709,855,800,192.0,3,2825.32
2710,856,532,50.0,3,258.4
2711,856,590,184.0,1,631.49
2712,856,595,20.0,4,2138.06
2713,856,356,267.0,3,4268.55
2714,856,39,221.0,3,4075.15
2715,857,222,168.0,4,944.65
2716,858,300,129.0,3,4019.38
2717,859,839,141.0,2,1794.27
2718,859,457,134.0,1,1656.34
2719,859,788,280.0,1,1086.44
2720,860,759,88.0,3,3778.93
2721,860,865,275.0,3,4290.4
2722,860,758,46.0,1,1616.84
2723,861,321,195.0,4,2511.1
2724,861,208,172.0,2,4287.08
2725,861,826,86.0,3,4484.11
2726,861,331,259.0,1,601.83
2727,862,304,38.0,4,2714.36
2728,862,204,207.0,1,498.18
2729,862,873,181.0,2,771.54
2730,862,407,150.0,1,4610.23
2731,862,629,115.0,4,4855.19
2732,863,846,140.0,1,1267.22
2733,863,27,112.0,3,1161.12
2734,863,252,74.0,1,2229.76
2735,863,13,247.0,2,0.0
2736,864,425,211.0,4,2778.57
2737,864,191,198.0,4,2925.43
2738,864,765,134.0,2,3548.39
2739,864,442,120.0,2,1854.35
2740,865,554,164.0,2,431.35
2741,865,881,49.0,1,3988.01
2742,865,940,53.0,4,3556.35
2743,866,234,283.0,2,3601.94
2744,866,841,27.0,1,2353.17
2745,866,472,33.0,4,2217.46
2746,866,977,29.0,1,159.47
2747,866,918,32.0,2,2409.3
2748,867,67,14.0,2,2870.28
2749,867,731,68.0,4,2479.51
2750,867,406,155.0,1,3325.91
2751,868,239,208.0,4,4002.16
2752,868,148,3.0,4,4901.88
2753,868,995,300.0,4,312.21
2754,869,794,82.0,1,3088.56
2755,870,255,92.0,4,3879.98
2756,870,31,48.0,3,3656.9
2757,871,588,242.0,3,4034.32
2758,871,142,90.0,2,955.8
2759,871,725,94.0,3,4401.37
2760,871,267,41.0,3,1043.01
2761,872,463,31.0,1,0.0
2762,872,571,NO_PROMO,1,3429.41
2763,872,987,156.0,4,112.26
2764,873,820,88.0,4,2838.66
2765,874,652,176.0,4,2516.1
2766,874,100,225.0,1,3018.61
2767,875,520,19.0,1,4081.09
2768,875,958,61.0,4,4446.76
2769,876,958,265.0,2,583.49
2770,876,172,172.0,1,2513.37
2771,876,961,199.0,3,4646.6
2772,877,967,126.0,1,3360.09
2773,877,375,96.0,1,1235.28
2774,877,814,245.0,3,255.87
2775,877,831,164.0,4,538.96
2776,878,577,279.0,4,3525.92
2777,878,659,101.0,1,1448.68
2778,878,300,251.0,3,2050.98
2779,878,25,199.0,3,566.38
2780,878,314,28.0,3,4961.82
2781,879,852,300.0,1,980.99
2782,879,766,24.0,4,2736.8
2783,879,548,96.0,1,283.68
2784,879,361,222.0,4,309.55
2785,879,757,189.0,4,2643.72
2786,880,933,113.0,1,538.32
2787,881,75,7.0,1,2501.61
2788,881,47,148.0,3,1069.85
2789,881,5,169.0,1,3314.99
2790,882,400,22.0,1,1890.33
2791,882,160,132.0,1,3013.82
2792,883,697,158.0,4,3565.35
2793,883,210,211.0,2,0.0
2794,883,387,249.0,2,4221.04
2795,883,260,21.0,4,101.63
2796,884,132,81.0,1,399.1
2797,884,924,85.0,3,379.18
2798,884,967,203.0,2,4778.82
2799,884,292,133.0,4,1467.87
2800,885,780,103.0,1,2004.79
2801,886,569,18.0,3,1043.9
2802,887,491,198.0,1,0.0
2803,887,189,123.0,1,3824.58
2804,887,447,226.0,4,1885.96
2805,887,612,96.0,1,3331.24
2806,888,743,78.0,2,0.0
2807,888,350,102.0,2,4613.11
2808,889,401,32.0,3,807.83
2809,890,189,12.0,1,1712.65
2810,890,893,270.0,3,393.45
2811,891,571,29.0,1,759.65
2812,891,115,86.0,1,2079.12
2813,891,742,53.0,2,1883.34
2814,892,7,198.0,3,66.93
2815,892,788,18.0,4,642.23
2816,893,559,243.0,1,147.98
2817,893,960,198.0,4,3241.71
2818,893,461,176.0,1,3430.26
2819,893,652,232.0,3,2421.69
2820,893,550,89.0,2,1158.01
2821,894,264,153.0,1,0.0
2822,894,148,277.0,1,2326.66
2823,894,873,180.0,1,4938.07
2824,894,214,231.0,3,2134.65
2825,895,976,204.0,3,2344.41
2826,895,137,97.0,4,1069.28
2827,895,583,186.0,1,4742.62
2828,895,922,209.0,3,2763.62
2829,896,660,55.0,2,1106.89
2830,896,556,211.0,3,1536.59
2831,896,53,80.0,1,1125.03
2832,897,960,12.0,4,2187.33
2833,897,711,139.0,1,1960.55
2834,897,764,294.0,4,3857.74
2835,897,801,125.0,1,795.88
2836,898,781,271.0,3,1615.26
2837,898,753,43.0,1,3397.14
2838,899,9,182.0,1,1690.97
2839,900,762,33.0,1,4791.89
2840,900,372,228.0,4,4550.77
2841,901,347,287.0,1,1484.22
2842,901,164,209.0,1,858.12
2843,901,163,143.0,4,2783.99
2844,901,707,75.0,1,4881.82
2845,902,100,194.0,1,721.21
2846,902,489,185.0,1,3847.33
2847,902,954,10.0,3,2945.21
2848,902,994,173.0,3,4735.69
2849,903,908,153.0,2,391.01
2850,904,939,100.0,1,599.31
2851,904,985,42.0,2,1497.13
2852,904,364,213.0,4,4918.68
2853,904,174,143.0,2,4263.7
2854,905,926,26.0,1,2473.56
2855,905,665,221.0,1,3517.55
2856,905,346,234.0,1,1400.54
2857,905,676,5.0,1,0.0
2858,905,753,240.0,4,145.1
2859,906,398,192.0,1,3491.68
2860,906,344,217.0,2,4025.57
2861,906,417,133.0,2,705.08
2862,906,566,230.0,1,2469.71
2863,907,825,11.0,2,4314.32
2864,908,826,33.0,1,1252.66
2865,908,158,38.0,4,4017.21
2866,909,741,36.0,1,3695.69
2867,910,597,54.0,3,3173.46
2868,910,628,41.0,1,328.02
2869,911,94,119.0,1,69.01
2870,911,216,271.0,1,3599.05
2871,912,488,95.0,1,3555.78
2872,912,481,31.0,2,3671.25
2873,913,190,101.0,4,81.25
2874,913,270,96.0,1,4396.97
2875,913,717,95.0,1,3529.2
2876,913,869,202.0,2,3793.62
2877,914,304,111.0,4,2090.8
2878,914,437,271.0,2,4131.12
2879,914,8,31.0,2,1443.17
2880,914,65,220.0,3,1753.91
2881,914,82,45.0,3,109.39
2882,915,603,33.0,2,3505.48
2883,915,583,183.0,2,3649.39
2884,915,761,250.0,3,1883.69
2885,916,560,180.0,1,1179.15
2886,916,420,206.0,3,4405.87
2887,916,475,197.0,3,2288.27
2888,917,973,195.0,1,4373.14
2889,917,892,88.0,1,0.0
2890,917,155,8.0,4,4732.91
2891,917,401,11.0,3,792.0
2892,918,402,281.0,1,1552.43
2893,918,285,255.0,1,990.23
2894,918,444,30.0,3,4739.29
2895,918,362,244.0,1,381.19
2896,919,297,110.0,1,1214.0
2897,919,427,81.0,3,114.19
2898,919,347,62.0,2,3436.08
2899,919,614,191.0,1,2671.7
2900,919,827,32.0,1,1879.36
2901,920,458,167.0,2,2114.15
2902,921,932,243.0,2,3187.66
2903,921,806,169.0,2,2797.23
2904,922,924,293.0,1,4829.1
2905,922,995,127.0,1,3555.12
2906,923,577,48.0,3,4458.26
2907,923,394,251.0,1,3136.85
2908,923,474,136.0,4,4507.13
2909,923,69,141.0,3,1978.4
2910,924,373,1.0,1,2395.05
2911,924,336,74.0,2,4132.94
2912,925,980,274.0,2,2449.25
2913,925,205,61.0,1,4790.74
2914,925,303,258.0,1,3690.7
2915,926,255,5.0,3,2143.81
2916,926,306,14.0,2,1060.99
2917,926,668,75.0,3,439.61
2918,927,641,160.0,3,2798.56
2919,927,111,232.0,2,2306.92
2920,927,292,8.0,1,2953.08
2921,927,127,188.0,1,4345.3
2922,928,323,165.0,3,2773.13
2923,928,406,17.0,1,1666.72
2924,929,332,261.0,4,0.0
2925,929,58,71.0,1,2508.55
2926,929,156,120.0,1,2637.76
2927,930,773,211.0,2,4862.98
2928,931,769,268.0,1,2487.66
2929,931,427,45.0,3,3488.2
2930,931,834,133.0,1,2270.07
2931,932,246,26.0,1,3241.55
2932,932,659,119.0,1,2419.53
2933,933,978,202.0,1,2527.89
2934,933,20,212.0,4,3839.41
2935,934,70,117.0,1,0.0
2936,934,597,297.0,3,85.4
2937,934,903,203.0,2,2570.29
2938,934,218,144.0,1,2704.34
2939,934,273,103.0,4,1902.79
2940,935,263,201.0,2,1019.07
2941,935,123,262.0,2,2285.67
2942,935,789,198.0,3,1062.72
2943,935,824,102.0,1,3726.93
2944,935,778,109.0,4,3691.73
2945,936,838,117.0,2,1836.64
2946,936,581,6.0,2,0.0
2947,936,222,198.0,1,4308.77
2948,936,738,84.0,2,2316.53
2949,936,943,127.0,3,2426.87
2950,937,632,25.0,1,4427.84
2951,938,970,195.0,2,4654.29
2952,939,985,97.0,1,531.3
2953,939,995,143.0,3,3722.14
2954,939,428,61.0,1,0.0
2955,939,310,104.0,1,1350.49
2956,939,124,89.0,1,4407.44
2957,940,116,296.0,1,3637.8
2958,941,280,32.0,2,161.67
2959,941,749,193.0,1,1116.6
2960,941,31,211.0,1,2512.25
2961,941,180,32.0,1,2904.97
2962,941,983,103.0,2,3564.01
2963,942,25,229.0,2,4817.79
2964,942,830,288.0,1,4979.4
2965,942,856,118.0,3,2816.77
2966,943,294,241.0,2,487.66
2967,944,168,282.0,2,3310.08
2968,944,554,208.0,1,1637.52
2969,944,179,177.0,4,2038.81
2970,944,786,253.0,2,780.78
2971,944,692,44.0,4,2068.74
2972,945,260,238.0,1,1697.38
2973,945,462,21.0,4,4315.91
2974,945,352,74.0,4,4595.58
2975,945,614,81.0,2,2724.04
2976,945,872,105.0,4,740.63
2977,946,84,278.0,3,4409.58
2978,946,43,281.0,4,0.0
2979,946,681,171.0,1,3711.57
2980,946,501,191.0,1,1661.16
2981,947,960,112.0,3,2639.45
2982,947,591,54.0,2,3761.64
2983,947,232,96.0,3,820.72
2984,947,734,55.0,1,4471.26
2985,947,508,156.0,1,4583.43
2986,948,774,49.0,3,1549.15
2987,948,975,61.0,1,0.0
2988,949,191,60.0,1,381.76
2989,949,433,153.0,2,0.0
2990,950,398,244.0,2,1081.82
2991,950,651,16.0,4,2987.01
2992,950,512,242.0,2,1789.91
2993,951,771,300.0,4,3860.45
2994,951,636,13.0,2,4748.16
2995,951,390,44.0,1,4815.7
2996,951,487,48.0,2,2741.49
2997,952,389,17.0,2,1244.82
2998,952,331,231.0,2,2785.5
2999,952,222,65.0,4,0.0
3000,952,608,257.0,1,4680.91
3001,953,475,274.0,2,3500.8
3002,953,670,264.0,1,1303.36
3003,954,179,148.0,3,1502.28
3004,954,616,39.0,2,2162.32
3005,954,204,90.0,3,0.0
3006,954,792,174.0,3,267.18
3007,955,866,59.0,3,1182.23
3008,955,104,288.0,1,739.07
3009,955,25,220.0,3,2505.92
3010,955,22,278.0,4,4493.56
3011,955,109,285.0,3,2394.61
3012,956,69,183.0,1,481.85
3013,956,487,70.0,3,2560.21
3014,956,124,100.0,1,851.88
3015,956,457,34.0,4,1897.92
3016,957,597,103.0,3,0.0
3017,957,151,5.0,2,709.41
3018,958,62,136.0,4,3951.03
3019,958,600,70.0,4,93.84
3020,958,328,96.0,1,4309.9
3021,959,490,283.0,3,1109.91
3022,959,649,65.0,4,4300.53
3023,959,879,244.0,4,769.74
3024,959,526,211.0,1,2852.48
3025,960,961,221.0,1,4148.48
3026,960,44,191.0,2,0.0
3027,960,401,65.0,3,3051.86
3028,961,630,80.0,4,4449.28
3029,961,248,38.0,4,2630.23
3030,961,444,43.0,4,203.02
3031,961,722,142.0,1,0.0
3032,962,288,174.0,3,3268.33
3033,962,311,240.0,4,3046.21
3034,962,524,286.0,3,1961.16
3035,962,946,70.0,4,3016.74
3036,963,346,272.0,1,3472.55
3037,963,530,137.0,4,3175.26
3038,963,957,116.0,2,4380.02
3039,963,321,178.0,2,4540.73
3040,964,197,135.0,2,2612.48
3041,964,613,71.0,3,3364.94
3042,964,822,277.0,2,990.33
3043,965,329,88.0,1,4000.25
3044,965,121,172.0,2,3211.05
3045,965,188,138.0,3,1906.24
3046,965,955,130.0,4,2322.44
3047,965,621,281.0,1,1300.05
3048,966,4,253.0,1,985.19
3049,966,466,290.0,4,2938.74
3050,966,431,250.0,1,1365.22
3051,966,610,61.0,1,2408.02
3052,967,186,27.0,1,1838.61
3053,967,43,137.0,1,1422.91
3054,968,803,104.0,1,4632.45
3055,968,41,141.0,4,346.41
3056,969,441,292.0,1,1190.92
3057,969,770,121.0,2,4642.87
3058,969,156,112.0,1,2790.87
3059,970,826,82.0,3,1055.55
3060,970,94,138.0,4,3715.26
3061,971,128,123.0,1,1268.66
3062,971,471,112.0,4,869.93
3063,971,287,222.0,1,65.68
3064,971,594,118.0,4,4255.47
3065,972,868,76.0,1,2072.25
3066,973,872,139.0,4,0.0
3067,973,211,175.0,3,2211.42
3068,973,330,226.0,1,2520.21
3069,973,622,193.0,1,1896.16
3070,974,807,207.0,3,1075.3
3071,974,281,194.0,1,3588.92
3072,975,899,288.0,3,4805.24
3073,975,250,199.0,1,2288.62
3074,975,586,223.0,2,0.0
3075,975,742,130.0,3,4550.48
3076,975,357,133.0,1,1382.15
3077,976,162,264.0,1,1134.73
3078,976,614,195.0,4,4060.2
3079,976,374,81.0,1,3815.52
3080,976,95,40.0,4,3491.8
3081,977,955,223.0,2,2292.85
3082,977,286,266.0,1,1183.99
3083,977,69,293.0,1,4365.46
3084,977,671,216.0,1,1476.8
3085,977,917,100.0,1,1219.41
3086,978,730,91.0,1,383.54
3087,978,547,188.0,1,3906.34
3088,978,741,125.0,1,805.96
3089,978,806,139.0,1,1661.12
3090,978,526,201.0,1,2529.52
3091,979,172,123.0,1,2371.88
3092,979,883,142.0,4,4179.69
3093,980,252,127.0,3,916.97
3094,980,166,193.0,4,3784.84
3095,980,140,250.0,1,1471.65
3096,980,694,268.0,3,2774.06
3097,981,986,207.0,4,1801.98
3098,981,770,257.0,2,2641.18
3099,981,879,37.0,3,0.0
3100,981,615,211.0,2,4217.63
3101,982,385,101.0,2,1899.44
3102,982,769,75.0,1,1117.07
3103,982,461,154.0,4,3963.1
3104,982,406,224.0,1,754.46
3105,983,499,104.0,3,2358.43
3106,983,475,74.0,1,2108.21
3107,983,919,238.0,1,1512.32
3108,984,909,262.0,3,436.71
3109,984,565,245.0,3,250.6
3110,984,70,259.0,2,1690.69
3111,984,170,287.0,1,4960.89
3112,985,62,190.0,1,2572.06
3113,985,25,235.0,3,2046.89
3114,985,356,264.0,4,1666.4
3115,986,127,263.0,3,3804.54
3116,986,38,34.0,4,3656.89
3117,986,992,225.0,1,4668.09
3118,986,750,100.0,2,762.56
3119,986,96,21.0,4,1950.25
3120,987,311,291.0,1,4770.12
3121,988,428,107.0,1,2163.21
3122,988,1,247.0,1,0.0
3123,989,225,252.0,3,4579.91
3124,990,82,190.0,3,4067.86
3125,991,979,169.0,2,2906.37
3126,991,647,266.0,2,2657.21
3127,991,699,125.0,2,4040.64
3128,991,232,260.0,1,2197.67
3129,992,511,131.0,3,303.87
3130,992,110,112.0,1,2797.32
3131,992,902,50.0,1,2348.52
3132,993,518,290.0,2,2092.59
3133,993,340,246.0,2,451.59
3134,993,972,29.0,1,3886.08
3135,993,447,242.0,3,4084.55
3136,993,32,120.0,2,4691.09
3137,994,901,109.0,3,4642.79
3138,994,416,84.0,3,4254.78
3139,994,345,42.0,1,3010.01
3140,994,104,76.0,1,457.44
3141,995,439,77.0,3,4488.08
3142,995,53,149.0,1,0.0
3143,995,864,182.0,2,3409.76
3144,995,683,158.0,4,483.22
3145,995,339,20.0,1,242.76
3146,996,1,251.0,1,3958.24
3147,996,111,269.0,2,2987.18
3148,996,74,133.0,4,1458.0
3149,996,162,145.0,4,525.79
3150,996,33,242.0,3,4268.17
3151,997,368,205.0,4,1566.67
3152,997,429,167.0,1,3981.57
3153,997,216,18.0,1,2333.37
3154,997,82,55.0,1,2959.03
3155,998,130,170.0,1,3627.71
3156,998,705,222.0,2,2917.39
3157,998,420,282.0,1,4652.87
3158,998,747,242.0,4,1547.6
3159,999,373,25.0,1,1984.43
3160,1000,862,237.0,2,1978.32
3161,1001,803,216.0,2,2275.58
3162,1001,675,94.0,2,4792.42
3163,1001,8,249.0,1,4773.73
3164,1001,897,122.0,2,783.43
3165,1002,619,92.0,3,4787.46
3166,1002,428,175.0,1,3865.76
3167,1002,820,247.0,4,0.0
3168,1002,791,258.0,4,1048.48
3169,1002,281,100.0,4,1983.92
3170,1003,789,280.0,1,2302.01
3171,1003,298,145.0,4,4984.11
3172,1003,341,32.0,1,2066.31
3173,1003,486,292.0,3,4648.79
3174,1004,946,135.0,2,4182.27
3175,1004,308,296.0,1,4092.84
3176,1005,405,113.0,2,71.21
3177,1005,975,24.0,3,0.0
3178,1005,982,279.0,1,4021.84
3179,1006,17,156.0,4,4349.3
3180,1006,788,297.0,4,3333.41
3181,1006,219,59.0,4,3323.38
3182,1006,876,168.0,1,4631.86
3183,1007,559,168.0,1,120.35
3184,1007,663,66.0,1,0.0
3185,1008,174,218.0,2,3375.46
3186,1008,209,147.0,1,1839.08
3187,1008,317,39.0,4,3473.21
3188,1009,895,122.0,1,0.0
3189,1009,68,231.0,2,4827.46
3190,1010,125,238.0,4,3841.7
3191,1010,524,42.0,1,2432.15
3192,1010,365,96.0,1,1798.54
3193,1011,968,44.0,2,3640.31
3194,1011,65,273.0,1,771.77
3195,1011,199,179.0,3,4956.01
3196,1011,31,221.0,2,4274.86
3197,1011,107,85.0,4,3890.52
3198,1012,636,34.0,3,3878.64
3199,1012,1000,253.0,1,4180.83
3200,1013,790,101.0,3,1967.01
3201,1013,922,292.0,1,230.08
3202,1013,364,173.0,1,4938.93
3203,1013,426,43.0,1,4849.44
3204,1013,138,59.0,1,2993.51
3205,1014,140,174.0,3,2497.01
3206,1014,123,162.0,4,4063.61
3207,1014,252,19.0,2,2708.55
3208,1014,880,70.0,1,321.82
3209,1014,713,143.0,2,4087.68
3210,1015,871,186.0,3,4907.49
3211,1015,77,11.0,3,1576.51
3212,1015,27,70.0,2,1672.38
3213,1016,618,48.0,4,4265.27
3214,1016,999,63.0,2,3851.59
3215,1016,188,118.0,4,1100.94
3216,1016,51,277.0,2,1591.87
3217,1016,935,295.0,1,4067.31
3218,1017,305,206.0,4,3306.6
3219,1017,771,47.0,1,1593.87
3220,1017,674,35.0,2,1381.79
3221,1017,97,21.0,4,69.85
3222,1017,481,81.0,2,2059.64
3223,1018,963,171.0,4,4480.37
3224,1018,173,53.0,1,3260.0
3225,1018,646,64.0,1,2378.06
3226,1018,174,267.0,4,1231.0
3227,1018,897,96.0,2,2904.62
3228,1019,561,198.0,1,343.89
3229,1019,198,210.0,4,1498.9
3230,1019,933,63.0,4,1473.93
3231,1019,724,NO_PROMO,3,1312.25
3232,1020,416,65.0,4,996.27
3233,1021,189,67.0,4,643.89
3234,1021,729,23.0,1,1192.74
3235,1021,749,111.0,1,3436.14
3236,1021,284,56.0,1,2894.14
3237,1021,850,228.0,1,2096.11
3238,1022,151,210.0,1,4350.57
3239,1022,388,103.0,4,3417.56
3240,1023,212,124.0,3,1798.23
3241,1023,502,129.0,3,4748.26
3242,1024,444,30.0,3,835.1
3243,1025,537,147.0,2,1059.01
3244,1025,145,7.0,2,1432.67
3245,1025,485,155.0,4,373.21
3246,1025,660,141.0,1,2274.25
3247,1026,987,224.0,3,1384.72
3248,1026,927,248.0,1,134.87
3249,1026,394,74.0,1,4933.14
3250,1026,113,50.0,2,3620.15
3251,1027,883,10.0,4,4007.33
3252,1027,65,144.0,4,4787.91
3253,1027,259,284.0,1,3800.8
3254,1028,589,270.0,4,4613.05
3255,1028,4,283.0,1,4795.18
3256,1028,430,95.0,4,1739.42
3257,1028,112,139.0,2,3618.36
3258,1028,601,289.0,1,3162.79
3259,1029,366,125.0,1,1930.61
3260,1029,333,123.0,1,4296.09
3261,1029,546,287.0,2,2491.1
3262,1029,17,118.0,1,560.8
3263,1029,421,37.0,1,1064.55
3264,1030,698,109.0,4,2234.34
3265,1031,380,300.0,1,0.0
3266,1031,419,230.0,1,4957.01
3267,1032,96,47.0,2,4621.66
3268,1032,825,123.0,2,3965.94
3269,1033,488,3.0,2,2728.32
3270,1034,837,51.0,1,3988.83
3271,1034,91,142.0,4,2935.25
3272,1034,1,231.0,3,3497.08
3273,1034,570,292.0,1,183.15
3274,1035,684,119.0,2,1003.1
3275,1036,751,67.0,1,1019.49
3276,1037,472,68.0,1,3325.22
3277,1037,33,187.0,1,3642.43
3278,1037,643,32.0,2,4181.99
3279,1038,486,272.0,3,87.73
3280,1038,180,108.0,3,587.2
3281,1039,158,85.0,3,586.78
3282,1040,731,271.0,4,3582.93
3283,1040,973,168.0,4,4499.93
